settore,processo,sottoprocesso,fase,attività
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,GESTIONE DELLA NORMATIVA INTERNA,INTEGRAZIONE E AGGIORNAMENTO DELLA NORMATIVA INTERNA
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,ESTERNALIZZAZIONE DI FUNZIONI AZIENDALI,IDENTIFICAZIONE DEI LIVELLI DECISIONALI E DELLE UNITA ORGANIZZATIVE COINVOLTE
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,ESTERNALIZZAZIONE DI FUNZIONI AZIENDALI,VALUTAZIONE DELLA CONVENIENZA AD ESTERNALIZZARE
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,ESTERNALIZZAZIONE DI FUNZIONI AZIENDALI,DEFINIZIONE DELLE CONDIZIONI DI ESECUZIONE DEL SERVIZIO E DEFINIZIONE SLA
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,ESTERNALIZZAZIONE DI FUNZIONI AZIENDALI,GESTIONE DEI RAPPORTI CON OUTSOURCER
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,GESTIONE DELL'INNOVAZIONE E DEL CAMBIAMENTO,ANALISI ESIGENZE DI CAMBIAMENTO E RACCOLTA REQUISITI UTENTE
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,GESTIONE DELL'INNOVAZIONE E DEL CAMBIAMENTO,VALUTAZIONE DEGLI IMPATTI DEL CAMBIAMENTO
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,GESTIONE DELL'INNOVAZIONE E DEL CAMBIAMENTO,DISEGNO DELLE SOLUZIONI DI CAMBIAMENTO
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,GESTIONE DELL'INNOVAZIONE E DEL CAMBIAMENTO,IMPLEMENTAZIONE DEL PIANO DI CAMBIAMENTO
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,PROJECT MANAGEMENT,IDENTIFICAZIONE DEGLI OBIETTIVI DI PROGETTO
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,PROJECT MANAGEMENT,GESTIONE DEL KICK OFF DI PROGETTO
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,PROJECT MANAGEMENT,DEFINIZIONE DELL'ORGANIGRAMMA DI PROGETTO
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,PROJECT MANAGEMENT,PREDISPOSIZIONE DEL PIANO DI PROGETTO
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,PROJECT MANAGEMENT,DEFINIZIONE DEL MODELLO OPERATIVO
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,PROJECT MANAGEMENT,GESTIONE DEI SAL E COORDINAMENTO DELLA DOCUMENTAZIONE DI PROGETTO
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,PROJECT MANAGEMENT,GESTIONE DELLA CHIUSURA DI PROGETTO E PREDISPOSIZIONE/DIVULGAZIONE DELLE RELATIVE COMUNICAZIONI 
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,GESTIONE DELLA REPORTISTICA DIREZIONALE ED OPERATIVA,RACCOLTA DELLA RICHIESTA DI PREDISPOSIZIONE DI REPORTISTICA
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,GESTIONE DELLA REPORTISTICA DIREZIONALE ED OPERATIVA,DEFINIZIONE DELLE CARATTERISTICHE DEL REPORT
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,GESTIONE DELLA REPORTISTICA DIREZIONALE ED OPERATIVA,ANALISI CIRCA LA DISPONIBILITA DELLE INFORMAZIONI RICHIESTE
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,GESTIONE DELLA REPORTISTICA DIREZIONALE ED OPERATIVA,DEFINIZIONE DEL LAYOUT REPORTISTICA
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,GESTIONE DELLA REPORTISTICA DIREZIONALE ED OPERATIVA,PREDISPOSIZIONE BOZZA REPORTISTICA 
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,GESTIONE DELLA REPORTISTICA DIREZIONALE ED OPERATIVA,CONDIVISIONE E FINE TUNING  
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,GESTIONE DELLA REPORTISTICA DIREZIONALE ED OPERATIVA,DIVULGAZIONE REPORT
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,GESTIONE DEI TEST FUNZIONALI SIA PER GLI APPLICATIVI DI NUOVA INTRODUZIONE SIA PER LE MODIFICHE DEGLI APPLICATIVI IN ESSERE,DEFINIZIONE DELLE FINALITA DEL TEST
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,GESTIONE DEI TEST FUNZIONALI SIA PER GLI APPLICATIVI DI NUOVA INTRODUZIONE SIA PER LE MODIFICHE DEGLI APPLICATIVI IN ESSERE,ELABORAZIONE DEL FRAMEWORK METODOLOGICO DI TEST ED IDENTIFICAZIONE DELL'ARCHITETTURA APPLICATIVA INTERESSATA DALLE ATTIVITA DI TEST
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,GESTIONE DEI TEST FUNZIONALI SIA PER GLI APPLICATIVI DI NUOVA INTRODUZIONE SIA PER LE MODIFICHE DEGLI APPLICATIVI IN ESSERE,PIANIFICAZIONE DELLE ATTIVITA DI TEST
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,GESTIONE DEI TEST FUNZIONALI SIA PER GLI APPLICATIVI DI NUOVA INTRODUZIONE SIA PER LE MODIFICHE DEGLI APPLICATIVI IN ESSERE,ESECUZIONE DELLE ATTIVITA DI TEST, IDENTIFICAZIONE DEI GAP, CONDIVISIONE DEI RELATIVI RISULTATI
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,GESTIONE DEI TEST FUNZIONALI SIA PER GLI APPLICATIVI DI NUOVA INTRODUZIONE SIA PER LE MODIFICHE DEGLI APPLICATIVI IN ESSERE,FORMALIZZAZIONE DEGLI ESITI DELLE ATTIVITA DI TEST ED INDIRIZZAMENTO DELLE ATTIVITA DI SISTEMAZIONE DELLE ANOMALIE RILEVATE
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,GESTIONE DEI TEST FUNZIONALI SIA PER GLI APPLICATIVI DI NUOVA INTRODUZIONE SIA PER LE MODIFICHE DEGLI APPLICATIVI IN ESSERE,IDENTIFICAZIONE DEI TEST DA SCHEDULARE IN MODO SISTEMATICO E DETERMINAZIONE DELLA RELATIVA FREQUENZA DI ESECUZIONE
PROCESSI DI SUPPORTO,ORGANIZZAZIONE,HELP DESK INTERNO,
PROCESSI DI SUPPORTO,SUPPORTO LOGISTICO E TECNICO,GESTIONE RISORSE INFRASTRUTTURALI E SERVIZI GENERALI,GESTIONE E MANUTENZIONE BENI IMMOBILI
PROCESSI DI SUPPORTO,SUPPORTO LOGISTICO E TECNICO,GESTIONE RISORSE INFRASTRUTTURALI E SERVIZI GENERALI,GESTIONE LAYOUT FILIALI E UFFICI
PROCESSI DI SUPPORTO,SUPPORTO LOGISTICO E TECNICO,GESTIONE RISORSE INFRASTRUTTURALI E SERVIZI GENERALI,GESTIONE E MANUTENZIONE BENI MOBILI
PROCESSI DI SUPPORTO,SUPPORTO LOGISTICO E TECNICO,GESTIONE RISORSE INFRASTRUTTURALI E SERVIZI GENERALI,GESTIONE CORRISPONDENZA E POSTA INTERNA
PROCESSI DI SUPPORTO,SUPPORTO LOGISTICO E TECNICO,GESTIONE RISORSE INFRASTRUTTURALI E SERVIZI GENERALI,GESTIONE SCORTE E MAGAZZINO
PROCESSI DI SUPPORTO,SUPPORTO LOGISTICO E TECNICO,GESTIONE RISORSE INFRASTRUTTURALI E SERVIZI GENERALI,GESTIONE ENERGIA E IMPIANTI
PROCESSI DI SUPPORTO,SUPPORTO LOGISTICO E TECNICO,GESTIONE CONSERVAZIONE DOCUMENTI CARTACEI E INFORMATICI,
PROCESSI DI SUPPORTO,GESTIONE ORGANI SOCIALI E PARTECIPAZIONI,ADEMPIMENTI E COMPENSI ORGANI SOCIALI,
PROCESSI DI SUPPORTO,GESTIONE ORGANI SOCIALI E PARTECIPAZIONI,FORMALIZZAZIONE E REGISTRAZIONE ATTIVITA' ORGANI SOCIALI,
PROCESSI DI SUPPORTO,GESTIONE ORGANI SOCIALI E PARTECIPAZIONI,ADEMPIMENTI AMMINISTRATIVI PARTECIPAZIONI,
PROCESSI DI SUPPORTO,SUPPORTO E CONSULENZA LEGALE,SUPPORTO LEGALE OPERATIVO,ATTESTAZIONI E SUCCESSIONI
PROCESSI DI SUPPORTO,SUPPORTO E CONSULENZA LEGALE,SUPPORTO LEGALE OPERATIVO,AMMORTAMENTO / SOSTITUZIONE TITOLI DI CREDITO
PROCESSI DI SUPPORTO,SUPPORTO E CONSULENZA LEGALE,SUPPORTO LEGALE OPERATIVO,REVISIONE E INTEGRAZIONE SCHEMI CONTRATTUALI E MODULISTICA
PROCESSI DI SUPPORTO,SUPPORTO E CONSULENZA LEGALE,CONSULENZA LEGALE,
PROCESSI DI SUPPORTO,SEGNALAZIONE E RAPPORTI CON LE AUTORITA' DI VIGILANZA,SEGNALAZIONE A BANCA D'ITALIA E CR,CLASSIFICAZIONE DELLE ESPOSIZIONI NPL E SEGNALAZIONI IN CR
PROCESSI DI SUPPORTO,SEGNALAZIONE E RAPPORTI CON LE AUTORITA' DI VIGILANZA,SEGNALAZIONE A BANCA D'ITALIA E CR,MONITORAGGIO E CLASSIFICAZIONE DELLE ESPOSIZIONI NEL CONTINUO
PROCESSI DI SUPPORTO,SEGNALAZIONE E RAPPORTI CON LE AUTORITA' DI VIGILANZA,SEGNALAZIONI ALLA CONSOB, AL MERCATO E ALLA BORSA ITALIANA,
PROCESSI DI SUPPORTO,SEGNALAZIONE E RAPPORTI CON LE AUTORITA' DI VIGILANZA,PRODUZIONE INFORMATIVA ANTIRICICLAGGIO E USURA,
PROCESSI DI SUPPORTO,SEGNALAZIONE E RAPPORTI CON LE AUTORITA' DI VIGILANZA,PRODUZIONE E GESTIONE DELLE ALTRE INFORMATIVE,
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELLA SICUREZZA INFORMATICA,PIANIFICAZIONE
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELLA SICUREZZA INFORMATICA,IMPLEMENTAZIONE
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELLA SICUREZZA INFORMATICA,VERIFICA
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELLA SICUREZZA INFORMATICA,MIGLIORAMENTO
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,DATA GOVERNANCE,PROGETTAZIONE
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,DATA GOVERNANCE,ESERCIZIO
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,DATA GOVERNANCE,MIGLIORAMENTO
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,DATA GOVERNANCE,REGIA E MONITORAGGIO
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,DATA GOVERNANCE,DEFINIZIONE ED AGGIORNAMENTO INDICATORI
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,DATA GOVERNANCE,REPORTING
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DEI SERVIZI DI PAGAMENTO VIA INTERNET,DEFINIZIONE DEGLI OBIETTIVI E ANALISI DI SICUREZZA E CONFORMITA DEI SERVIZI DI PAGAMENTO VIA INTERNET
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DEI SERVIZI DI PAGAMENTO VIA INTERNET,IMPLEMENTAZIONE DELLE MISURE DI SICUREZZA
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DEI SERVIZI DI PAGAMENTO VIA INTERNET,VERIFICHE DELLE MISURE DI SICUREZZA
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DEI SERVIZI DI PAGAMENTO VIA INTERNET,GESTIONE DEL MIGLIORAMENTO CONTINUO
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,ASSICURAZIONE DELLA CONTINUITA DEL SERVIZIO,DEFINIZIONE DELL'APPROCCIO ALLA CONTINUITA DEL SERVIZIO 
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,ASSICURAZIONE DELLA CONTINUITA DEL SERVIZIO,SVILUPPO DEL MODELLO DI RIFERIMENTO PER LA CONTINUITA OPERATIVA
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,ASSICURAZIONE DELLA CONTINUITA DEL SERVIZIO,CONDUZIONE DELL'ANALISI DI IMPATTO SUI PROCESSI AZIENDALI
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,ASSICURAZIONE DELLA CONTINUITA DEL SERVIZIO,IDENTIFICAZIONE E CLASSIFICAZIONE DELLE RISORSE SULLA BASE DEGLI OBIETTIVI DI RIPRISTINO
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,ASSICURAZIONE DELLA CONTINUITA DEL SERVIZIO,SVILUPPO DEL PIANO DI CONTINUITA
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,ASSICURAZIONE DELLA CONTINUITA DEL SERVIZIO,SVILUPPO DEL PIANO DI DISASTER RECOVERY
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,ASSICURAZIONE DELLA CONTINUITA DEL SERVIZIO,PIANIFICAZIONE E CONDUZIONE DELLA FORMAZIONE SUL PIANO DI CONTINUITA
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,ASSICURAZIONE DELLA CONTINUITA DEL SERVIZIO,AGGIORNAMENTO E VERIFICA DEL PIANO DI CONTINUITA E DISASTER RECOVERY
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,ASSICURAZIONE DELLA CONTINUITA DEL SERVIZIO,SVILUPPO DEL PIANO DI AZIONE COME CONSEGUENZA DEI RISULTATI DELLE VERIFICHE
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,MONITORAGGIO CONTINUATIVO DELLE MINACCE E DELLE VULNERABILITA DI SICUREZZA,PIANIFICAZIONE E CONDUZIONE DEI TEST TECNICI DI SICUREZZA
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,MONITORAGGIO CONTINUATIVO DELLE MINACCE E DELLE VULNERABILITA DI SICUREZZA,GESTIONE NEL CONTINUO DEI RAPPORTI CON FONTI ACCREDITATE CHE COMUNICHINO TEMPESTIVAMENTE INFORMAZIONI IN MERITO ALLE NUOVE VULNERABILITA TECNICHE IDENTIFICATE
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,MONITORAGGIO CONTINUATIVO DELLE MINACCE E DELLE VULNERABILITA DI SICUREZZA,GESTIONE DEI RILIEVI EMERSI NELL'AMBITO DI VERIFICHE INTERNE
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DEGLI ACCESSI LOGICI,DEFINIZIONE DEGLI OBIETTIVI DI SICUREZZA
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DEGLI ACCESSI LOGICI,IDENTIFICAZIONE DEL LIVELLO DI PROTEZIONE ATTUALE
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DEGLI ACCESSI LOGICI,IMPLEMENTAZIONE DELLE MISURE DI SICUREZZA
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DEGLI ACCESSI LOGICI,VERIFICA E MONITORAGGIO
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELLA SICUREZZA FISICA DI SISTEMI E DATI,DEFINIZIONE DEGLI OBIETTIVI DI SICUREZZA FISICA
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELLA SICUREZZA FISICA DI SISTEMI E DATI,IDENTIFICAZIONE DEL LIVELLO DI PROTEZIONE ATTUALE
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELLA SICUREZZA FISICA DI SISTEMI E DATI,IMPLEMENTAZIONE DELLE MISURE DI SICUREZZA
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELLA SICUREZZA FISICA DI SISTEMI E DATI,MANTENIMENTO, MONITORAGGIO E RENDICONTAZIONE
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELLE RETI DI TELECOMUNICAZIONI,DEFINIZIONE DEGLI OBIETTIVI DI SICUREZZA
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELLE RETI DI TELECOMUNICAZIONI,IDENTIFICAZIONE DEL LIVELLO DI PROTEZIONE ATTUALE
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELLE RETI DI TELECOMUNICAZIONI,IMPLEMENTAZIONE DELLE MISURE DI SICUREZZA
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELLE RETI DI TELECOMUNICAZIONI,MONITORING, LOGGING E AUDITING
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELLE RETI DI TELECOMUNICAZIONI,GESTIONE DELLA DOCUMENTAZIONE
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE OPERATIVA DEI SISTEMI E CONTROLLO DELLE OPERAZIONI CRITICHE,DEFINIZIONE DEI REQUISITI DI SICUREZZA
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE OPERATIVA DEI SISTEMI E CONTROLLO DELLE OPERAZIONI CRITICHE,IMPLEMENTAZIONE DELLE MISURE DI SICUREZZA
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE OPERATIVA DEI SISTEMI E CONTROLLO DELLE OPERAZIONI CRITICHE,ANALISI DEI PRESIDI DI SICUREZZA E CONTROLLO
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE OPERATIVA DEI SISTEMI E CONTROLLO DELLE OPERAZIONI CRITICHE,MIGLIORAMENTO CONTINUO
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DEGLI INCIDENTI DI SICUREZZA INFORMATICA,RILEVAZIONE
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DEGLI INCIDENTI DI SICUREZZA INFORMATICA,CLASSIFICAZIONE
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DEGLI INCIDENTI DI SICUREZZA INFORMATICA,PROCEDURA DI ESCALATION E COINVOLGIMENTO DELLO SPECIALISTA
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DEGLI INCIDENTI DI SICUREZZA INFORMATICA,RISOLUZIONE
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DEGLI INCIDENTI DI SICUREZZA INFORMATICA,CHIUSURA
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DEI LOG,IDENTIFICAZIONE
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DEI LOG,CLASSIFICAZIONE
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DEI LOG,DEFINIZIONE DEI REQUISITI
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DEI LOG,GENERAZIONE
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DEI LOG,TRATTAMENTO
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DEI LOG,CANCELLAZIONE / DISMISSIONE
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELL'INFORMATICA D'UTENTE,DEFINIZIONE DEI REQUISITI DI SICUREZZA
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELL'INFORMATICA D'UTENTE,IMPLEMENTAZIONE DELLE MISURE DI SICUREZZA
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELL'INFORMATICA D'UTENTE,CENSIMENTO DELLE APPLICAZIONI
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELL'INFORMATICA D'UTENTE,IDENTIFICAZIONE DELLE CRITICITA
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELL'INFORMATICA D'UTENTE,DEFINIZIONE DEI REQUISITI DI SICUREZZA
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELL'INFORMATICA D'UTENTE,IMPLEMENTAZIONE DELLE MISURE DI SICUREZZA E GESTIONE DELLE ECCEZIONI
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELL'INFORMATICA D'UTENTE,VERIFICA E MONITORAGGIO
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELL'HARDENING E DEL PATCH MANAGEMENT,HARDENING: PROGETTAZIONE E CONFIGURAZIONE DEI TEMPLATE
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELL'HARDENING E DEL PATCH MANAGEMENT,HARDENING: VERIFICA DI SICUREZZA
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELL'HARDENING E DEL PATCH MANAGEMENT,HARDENING: FEEDBACK ED AGGIORNAMENTO TEMPLATE / CHECKLIST DI HARDENING
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELL'HARDENING E DEL PATCH MANAGEMENT,HARDENING: MONITORAGGIO, VULNERABILITA' ED AGGIORNAMENTO DEI TEMPLATE
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELL'HARDENING E DEL PATCH MANAGEMENT,PATCH MANAGEMENT: ANALISI DI APPLICABILITA DELLE SEGNALAZIONI DEI VENDOR
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELL'HARDENING E DEL PATCH MANAGEMENT,PATCH MANAGEMENT: PIANIFICAZIONE E TEST DELLA PATCH
PROCESSI DI SUPPORTO,GESTIONE SICUREZZA,GESTIONE DELL'HARDENING E DEL PATCH MANAGEMENT,PATCH MANAGEMENT: INSTALLAZIONE DELLE PATCH E MONITORAGGIO
PROCESSI DI SUPPORTO,ADEMPIMENTI NORMATIVI TRASVERSALI E REGOLAMENTARI SPECIFICI,TRASPARENZA,IDENTIFICAZIONE NORMATIVA
PROCESSI DI SUPPORTO,ADEMPIMENTI NORMATIVI TRASVERSALI E REGOLAMENTARI SPECIFICI,TRASPARENZA,ASSESSMENT
PROCESSI DI SUPPORTO,ADEMPIMENTI NORMATIVI TRASVERSALI E REGOLAMENTARI SPECIFICI,TRASPARENZA,CONSULENZA
PROCESSI DI SUPPORTO,ADEMPIMENTI NORMATIVI TRASVERSALI E REGOLAMENTARI SPECIFICI,TRASPARENZA,MONITORAGGIO
PROCESSI DI SUPPORTO,ADEMPIMENTI NORMATIVI TRASVERSALI E REGOLAMENTARI SPECIFICI,PRIVACY,IDENTIFICAZIONE NORMATIVA
PROCESSI DI SUPPORTO,ADEMPIMENTI NORMATIVI TRASVERSALI E REGOLAMENTARI SPECIFICI,PRIVACY,ASSESSMENT
PROCESSI DI SUPPORTO,ADEMPIMENTI NORMATIVI TRASVERSALI E REGOLAMENTARI SPECIFICI,PRIVACY,CONSULENZA
PROCESSI DI SUPPORTO,ADEMPIMENTI NORMATIVI TRASVERSALI E REGOLAMENTARI SPECIFICI,PRIVACY,MONITORAGGIO
PROCESSI DI SUPPORTO,CUSTOMER SERVICE,ANAGRAFE GENERALE CLIENTI,APERTURA POSIZIONE IN ANAGRAFE
PROCESSI DI SUPPORTO,CUSTOMER SERVICE,ANAGRAFE GENERALE CLIENTI,VARIAZIONE POSIZIONE IN ANAGRAFE
PROCESSI DI SUPPORTO,CUSTOMER SERVICE,ANAGRAFE GENERALE CLIENTI,CHIUSURA POSIZIONE IN ANAGRAFE
PROCESSI DI SUPPORTO,CUSTOMER SERVICE,GESTIONE DELLA RELAZIONE CON IL CLIENTE,RACCOLTA INFORMAZIONI ED EVENTI SUI CLIENTI
PROCESSI DI SUPPORTO,CUSTOMER SERVICE,GESTIONE DELLA RELAZIONE CON IL CLIENTE,GESTIONE DELLE COMUNICAZIONI OPERATIVE
PROCESSI DI SUPPORTO,CUSTOMER SERVICE,GESTIONE DELLA RELAZIONE CON IL CLIENTE,HELP DESK CLIENTI
PROCESSI DI SUPPORTO,CUSTOMER SERVICE,GESTIONE DELLA RELAZIONE CON IL CLIENTE,RACCOLTA SUGGERIMENTI E SEGNALAZIONI DELLA CLIENTELA
PROCESSI DI SUPPORTO,CUSTOMER SERVICE,GESTIONE DELLE CONTESTAZIONI,RICEZIONE E GESTIONE DELLA CORRISPONDENZA
PROCESSI DI SUPPORTO,CUSTOMER SERVICE,GESTIONE DELLE CONTESTAZIONI,GESTIONE DELLE CONTESTAZIONI E DELLE RICHIESTE DI CHIARIMENTO
PROCESSI DI SUPPORTO,CUSTOMER SERVICE,GESTIONE DELLE CONTESTAZIONI,MONITORAGGIO,RENDICONTAZIONE E PUBBLICAZIONE DEI RECLAMI E DELLE LAMENTELE
